ctime,datname,pid,usesysid,usename,application_name,client_addr,client_port,backend_start,xact_start,query_start,waiting,query,state,state_change
1430600094.33162,dbt2,40516,10,mark,dbt2-client,,-1,2015-05-02 21:54:53.073664+01,2015-05-02 21:54:54.319456+01,2015-05-02 21:54:54.332235+01,f,COMMIT,active,2015-05-02 21:54:54.332236+01
1430600094.33162,dbt2,40520,10,mark,dbt2-client,,-1,2015-05-02 21:54:53.173564+01,,2015-05-02 21:54:54.33197+01,f,COMMIT,idle,2015-05-02 21:54:54.333232+01
1430600094.33162,dbt2,40522,10,mark,dbt2-client,,-1,2015-05-02 21:54:53.273697+01,,2015-05-02 21:54:54.293545+01,f,COMMIT,idle,2015-05-02 21:54:54.295457+01
1430600094.33162,dbt2,40524,10,mark,dbt2-client,,-1,2015-05-02 21:54:53.373839+01,2015-05-02 21:54:54.321617+01,2015-05-02 21:54:54.332295+01,f,COMMIT,active,2015-05-02 21:54:54.332295+01
1430600094.33162,dbt2,40526,10,mark,dbt2-client,,-1,2015-05-02 21:54:53.473918+01,,2015-05-02 21:54:54.29551+01,f,COMMIT,idle,2015-05-02 21:54:54.296714+01
1430600094.33162,dbt2,40528,10,mark,dbt2-client,,-1,2015-05-02 21:54:53.574039+01,,2015-05-02 21:54:54.296776+01,f,COMMIT,idle,2015-05-02 21:54:54.297933+01
1430600094.33162,dbt2,40530,10,mark,dbt2-client,,-1,2015-05-02 21:54:53.674151+01,,2015-05-02 21:54:54.29794+01,f,COMMIT,idle,2015-05-02 21:54:54.300272+01
1430600094.33162,dbt2,40532,10,mark,dbt2-client,,-1,2015-05-02 21:54:53.774337+01,,2015-05-02 21:54:54.30287+01,f,COMMIT,idle,2015-05-02 21:54:54.304271+01
1430600094.33162,dbt2,40534,10,mark,dbt2-client,,-1,2015-05-02 21:54:53.874423+01,,2015-05-02 21:54:54.309361+01,f,COMMIT,idle,2015-05-02 21:54:54.311395+01
1430600094.33162,dbt2,40536,10,mark,dbt2-client,,-1,2015-05-02 21:54:53.974622+01,,2015-05-02 21:54:54.317363+01,f,COMMIT,idle,2015-05-02 21:54:54.319434+01
1430600094.33162,dbt2,40538,10,mark,dbt2-client,,-1,2015-05-02 21:54:54.074754+01,,2015-05-02 21:54:54.317753+01,f,COMMIT,idle,2015-05-02 21:54:54.320619+01
1430600094.33162,dbt2,40607,10,mark,dbt2-client,,-1,2015-05-02 21:54:54.18091+01,,2015-05-02 21:54:54.303287+01,f,COMMIT,idle,2015-05-02 21:54:54.304672+01
1430600094.33162,dbt2,40647,10,mark,dbt2-client,,-1,2015-05-02 21:54:54.282807+01,,,f,"",idle,2015-05-02 21:54:54.284206+01
1430600094.33162,dbt2,40662,10,mark,psql,,-1,2015-05-02 21:54:54.311811+01,,2015-05-02 21:54:54.313286+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV, HEADER);",idle,2015-05-02 21:54:54.331347+01
1430600094.33162,dbt2,40667,10,mark,psql,,-1,2015-05-02 21:54:54.327347+01,2015-05-02 21:54:54.33162+01,2015-05-02 21:54:54.33162+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV, HEADER);",active,2015-05-02 21:54:54.331627+01
1430600154.35717,dbt2,40516,10,mark,dbt2-client,,-1,2015-05-02 21:54:53.073664+01,2015-05-02 21:55:54.290352+01,2015-05-02 21:55:54.345695+01,f,COMMIT,active,2015-05-02 21:55:54.345695+01
1430600154.35717,dbt2,40520,10,mark,dbt2-client,,-1,2015-05-02 21:54:53.173564+01,2015-05-02 21:55:54.256794+01,2015-05-02 21:55:54.257288+01,t,"SELECT payment(2, 7, 0, 3, 5, 'ANTIANTIBAR', 4991.250000)",active,2015-05-02 21:55:54.257289+01
1430600154.35717,dbt2,40522,10,mark,dbt2-client,,-1,2015-05-02 21:54:53.273697+01,2015-05-02 21:55:54.300529+01,2015-05-02 21:55:54.302711+01,t,"SELECT payment(3, 9, 8, 3, 9, '', 3523.260000)",active,2015-05-02 21:55:54.302713+01
1430600154.35717,dbt2,40524,10,mark,dbt2-client,,-1,2015-05-02 21:54:53.373839+01,2015-05-02 21:55:54.300712+01,2015-05-02 21:55:54.305692+01,t,"SELECT payment(1, 3, 893, 1, 3, '', 1923.510000)",active,2015-05-02 21:55:54.305693+01
1430600154.35717,dbt2,40526,10,mark,dbt2-client,,-1,2015-05-02 21:54:53.473918+01,2015-05-02 21:55:54.27806+01,2015-05-02 21:55:54.280263+01,t,"SELECT payment(2, 2, 0, 2, 2, 'ANTIABLEPRI', 3925.210000)",active,2015-05-02 21:55:54.280264+01
1430600154.35717,dbt2,40528,10,mark,dbt2-client,,-1,2015-05-02 21:54:53.574039+01,2015-05-02 21:55:54.256743+01,2015-05-02 21:55:54.256812+01,f,"SELECT payment(1, 4, 0, 1, 4, 'ESEOUGHTOUGHT', 3299.850000)",active,2015-05-02 21:55:54.256813+01
1430600154.35717,dbt2,40530,10,mark,dbt2-client,,-1,2015-05-02 21:54:53.674151+01,2015-05-02 21:55:54.287292+01,2015-05-02 21:55:54.287446+01,t,"SELECT payment(4, 8, 0, 4, 8, 'OUGHTBAREING', 1381.120000)",active,2015-05-02 21:55:54.287446+01
1430600154.35717,dbt2,40532,10,mark,dbt2-client,,-1,2015-05-02 21:54:53.774337+01,2015-05-02 21:55:54.221648+01,2015-05-02 21:55:54.222251+01,f,"SELECT payment(4, 5, 2036, 4, 5, '', 1505.130000)",active,2015-05-02 21:55:54.222252+01
1430600154.35717,dbt2,40534,10,mark,dbt2-client,,-1,2015-05-02 21:54:53.874423+01,2015-05-02 21:55:54.164293+01,2015-05-02 21:55:54.344965+01,f,COMMIT,active,2015-05-02 21:55:54.344966+01
1430600154.35717,dbt2,40536,10,mark,dbt2-client,,-1,2015-05-02 21:54:53.974622+01,,2015-05-02 21:55:54.344432+01,f,COMMIT,idle,2015-05-02 21:55:54.356509+01
1430600154.35717,dbt2,40538,10,mark,dbt2-client,,-1,2015-05-02 21:54:54.074754+01,2015-05-02 21:55:54.328324+01,2015-05-02 21:55:54.347158+01,f,COMMIT,active,2015-05-02 21:55:54.347158+01
1430600154.35717,dbt2,40607,10,mark,dbt2-client,,-1,2015-05-02 21:54:54.18091+01,2015-05-02 21:55:54.304449+01,2015-05-02 21:55:54.304484+01,t,"SELECT payment(4, 8, 2011, 4, 8, '', 65.030000)",active,2015-05-02 21:55:54.304484+01
1430600154.35717,dbt2,40647,10,mark,dbt2-client,,-1,2015-05-02 21:54:54.282807+01,2015-05-02 21:55:54.287621+01,2015-05-02 21:55:54.287647+01,t,"SELECT payment(3, 4, 1526, 3, 4, '', 4354.680000)",active,2015-05-02 21:55:54.287647+01
1430600154.35717,dbt2,40669,10,mark,dbt2-client,,-1,2015-05-02 21:54:54.376938+01,2015-05-02 21:55:54.327133+01,2015-05-02 21:55:54.342256+01,f,FETCH ALL IN mycursor,active,2015-05-02 21:55:54.342257+01
1430600154.35717,dbt2,40673,10,mark,dbt2-client,,-1,2015-05-02 21:54:54.477405+01,2015-05-02 21:55:54.330479+01,2015-05-02 21:55:54.330761+01,t,"SELECT payment(4, 6, 0, 1, 1, 'ABLEPRIBAR', 2742.950000)",active,2015-05-02 21:55:54.330761+01
1430600154.35717,dbt2,40677,10,mark,dbt2-client,,-1,2015-05-02 21:54:54.578572+01,2015-05-02 21:55:54.32749+01,2015-05-02 21:55:54.341052+01,t,FETCH ALL IN mycursor,active,2015-05-02 21:55:54.341053+01
1430600154.35717,dbt2,40681,10,mark,dbt2-client,,-1,2015-05-02 21:54:54.678578+01,2015-05-02 21:55:54.277946+01,2015-05-02 21:55:54.345643+01,f,COMMIT,active,2015-05-02 21:55:54.345643+01
1430600154.35717,dbt2,40685,10,mark,dbt2-client,,-1,2015-05-02 21:54:54.781262+01,2015-05-02 21:55:54.329669+01,2015-05-02 21:55:54.345742+01,f,COMMIT,active,2015-05-02 21:55:54.345742+01
1430600154.35717,dbt2,40689,10,mark,dbt2-client,,-1,2015-05-02 21:54:54.884216+01,2015-05-02 21:55:54.315446+01,2015-05-02 21:55:54.315673+01,t,"SELECT payment(1, 6, 2799, 1, 6, '', 2005.400000)",active,2015-05-02 21:55:54.315674+01
1430600154.35717,dbt2,40693,10,mark,dbt2-client,,-1,2015-05-02 21:54:54.979815+01,2015-05-02 21:55:54.287314+01,2015-05-02 21:55:54.28735+01,t,"SELECT payment(4, 7, 0, 4, 7, 'ESEANTICALLY', 1253.820000)",active,2015-05-02 21:55:54.28735+01
1430600154.35717,dbt2,40697,10,mark,dbt2-client,,-1,2015-05-02 21:54:55.081339+01,2015-05-02 21:55:54.192598+01,2015-05-02 21:55:54.192641+01,t,"SELECT payment(1, 7, 340, 1, 7, '', 4557.820000)",active,2015-05-02 21:55:54.192642+01
1430600154.35717,dbt2,40701,10,mark,dbt2-client,,-1,2015-05-02 21:54:55.181431+01,2015-05-02 21:55:54.221463+01,2015-05-02 21:55:54.22169+01,t,"SELECT payment(2, 1, 1902, 1, 8, '', 3031.030000)",active,2015-05-02 21:55:54.22169+01
1430600154.35717,dbt2,40705,10,mark,dbt2-client,,-1,2015-05-02 21:54:55.288945+01,,2015-05-02 21:55:54.344766+01,f,COMMIT,idle,2015-05-02 21:55:54.356537+01
1430600154.35717,dbt2,40709,10,mark,dbt2-client,,-1,2015-05-02 21:54:55.383486+01,2015-05-02 21:55:54.299616+01,2015-05-02 21:55:54.301953+01,t,"SELECT payment(3, 4, 933, 1, 6, '', 2082.660000)",active,2015-05-02 21:55:54.301954+01
1430600154.35717,dbt2,40713,10,mark,dbt2-client,,-1,2015-05-02 21:54:55.491088+01,2015-05-02 21:55:54.130672+01,2015-05-02 21:55:54.132132+01,t,"SELECT payment(2, 2, 2688, 3, 5, '', 4591.800000)",active,2015-05-02 21:55:54.132133+01
1430600154.35717,dbt2,40717,10,mark,dbt2-client,,-1,2015-05-02 21:54:55.584192+01,2015-05-02 21:55:54.327289+01,2015-05-02 21:55:54.345731+01,f,COMMIT,active,2015-05-02 21:55:54.345731+01
1430600154.35717,dbt2,40721,10,mark,dbt2-client,,-1,2015-05-02 21:54:55.684413+01,,2015-05-02 21:55:54.344811+01,f,COMMIT,idle,2015-05-02 21:55:54.355707+01
1430600154.35717,dbt2,40725,10,mark,dbt2-client,,-1,2015-05-02 21:54:55.787273+01,2015-05-02 21:55:54.329908+01,2015-05-02 21:55:54.344848+01,f,COMMIT,active,2015-05-02 21:55:54.344849+01
1430600154.35717,dbt2,40729,10,mark,dbt2-client,,-1,2015-05-02 21:54:55.890211+01,2015-05-02 21:55:54.330015+01,2015-05-02 21:55:54.33282+01,f,FETCH ALL IN mycursor,active,2015-05-02 21:55:54.332821+01
